Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:36:1;308;0;15,0606546120394;68,0003051804379;199,845883878843;192,997634851606;182,053864347295;192,997634851606;189,23781185626;190,832379644465;173,44319829099;180,828564888991;132,874036774243;130,675211718929;133,092240787366;130,574502174411;126,915388723583;129,382772564279;127,972838941024;123,18913557641;
9:36:2;301;0;15,1110093842985;68,0003051804379;199,67803463798;192,880140383001;181,953154802777;192,846570534829;189,120317387655;190,71488517586;173,292133974212;180,794995040818;132,588693064775;130,423437857633;132,924391546502;130,322728313115;126,579690241856;129,198138399329;127,704280155642;122,903791866941;
9:36:3;299;0;15,043869687953;67,9835202563516;199,49340047303;192,729076066224;181,802090486;192,661936369879;188,935683222705;190,580605783169;173,191424429694;180,660715648127;132,236209658961;130,188448920424;132,689402609293;130,104524299992;126,260776684215;128,929579613947;127,335011825742;122,719157701991;
9:36:4;301;0;15,1445792324712;67,9163805600061;199,342336156252;192,544441901274;181,634241245136;192,510872053101;188,734264133669;190,362401770047;173,07392996109;180,442511635004;131,833371480888;129,936675059129;132,353704127565;129,819180590524;125,941863126574;128,509956511788;126,999313344015;122,349889372091;
9:36:5;301;0;15,0606546120394;67,9163805600061;199,30876630808;192,527656977188;181,567101548791;192,443732356756;188,700694285496;190,278477149615;173,07392996109;180,425726710918;131,631952391852;129,819180590524;132,202639810788;129,718471046006;125,740444037537;128,459601739528;126,814679179065;122,148470283055;
9:36:6;309;0;15,1110093842985;67,866025787747;199,073777370871;192,326237888151;181,382467383841;192,208743419547;188,432135500114;190,026703288319;172,906080720226;180,224307621881;131,245899137865;129,533836881056;131,883726253147;129,433127336538;125,387960631724;128,023193713283;126,495765621424;121,779201953155;
9:36:7;300;0;15,043869687953;67,8492408636606;198,989852750439;192,225528343633;181,298542763409;192,108033875029;188,348210879683;189,959563591974;172,822156099794;180,190737773709;130,977340352483;129,33241779202;131,715877012283;129,265278095674;125,102616922255;127,821774624247;126,243991760128;121,560997940032;
9:36:8;301;0;15,0270847638666;67,8492408636606;198,788433661402;192,074464026856;181,164263370718;191,973754482338;188,180361638819;189,842069123369;172,721446555276;180,073243305104;130,641641870756;129,09742885481;131,464103150988;129,047074082551;124,783703364614;127,553215838865;125,908293278401;121,225299458305;
9:36:9;301;0;14,8760204470893;67,8156710154879;198,57022964828;191,873044937819;180,996414129854;191,755550469215;187,94537270161;189,640650034333;172,520027466239;179,871824216068;130,289158464942;128,812085145342;131,161974517433;128,72816052491;124,397650110628;127,116807812619;125,572594796674;120,856031128405;
9:36:10;301;0;14,9767299916075;67,8156710154879;198,419165331502;191,738765545129;180,845349813077;191,554131380179;187,777523460746;189,472800793469;172,419317921721;179,72075989929;129,970244907301;128,54352635996;130,910200656138;128,493171587701;124,061951628901;126,88181887541;125,253681239033;120,587472343023;
9:36:11;301;0;15,0270847638666;67,7821011673152;198,268101014725;191,604486152438;180,727855344472;191,403067063401;187,609674219882;189,338521400778;172,301823453117;179,569695582513;129,735255970092;128,291752498665;130,641641870756;128,35889219501;123,726253147173;126,529335469596;125,102616922255;120,268558785382;
9:36:12;301;0;15,0606546120394;67,7485313191424;198,184176394293;191,503776607919;180,677500572213;191,302357518883;187,525749599451;189,271381704433;172,251468680858;179,519340810254;129,483482108797;128,107118333715;130,457007705806;128,191042954147;123,440909437705;126,32791638056;124,85084306096;120,050354772259;
9:36:13;301;0;15,0606546120394;67,6981765468833;197,96597238117;191,369497215229;180,476081483177;191,067368581674;187,341115434501;189,069962615396;172,083619439994;179,385061417563;129,063859006638;127,838559548333;130,222018768597;127,905699244678;123,088426031891;126,092927443351;124,464789806973;119,664301518273;
9:36:14;299;0;15,0774395361257;67,6478217746242;197,798123140307;191,218432898451;180,358587014572;190,916304264897;187,173266193637;188,902113374533;171,949340047303;179,267566948959;128,761730373083;127,586785687037;129,987029831388;127,670710307469;122,76951247425;125,757228961624;124,162661173419;119,362172884718;
9:36:15;301;0;15,0606546120394;67,6646066987106;197,680628671702;191,08415350576;180,207522697795;190,798809796292;187,02220187686;188,767833981842;171,865415426871;179,133287556268;128,442816815442;127,43572137026;129,735255970092;127,452506294347;122,5848783093;125,522240024414;123,843747615778;119,177538719768;
9:36:16;302;0;15,043869687953;67,6478217746242;197,512779430838;190,949874113069;180,073243305104;190,647745479515;186,83756771191;188,583199816892;171,764705882353;178,98222323949;128,140688181888;127,200732433051;129,449912260624;127,200732433051;122,265964751659;125,203326466773;123,55840390631;118,875410086213;
9:36:17;301;0;14,9935149156939;67,5974670023651;197,395284962234;190,798809796292;179,938963912413;190,446326390478;186,686503395132;188,465705348287;171,647211413748;178,864728770886;127,838559548333;126,915388723583;129,198138399329;126,982528419928;121,913481345846;124,917982757305;123,289845120928;118,590066376745;
9:36:18;301;0;15,0102998397803;67,5974670023651;197,22743572137;190,664530403601;179,787899595636;190,328831921874;186,518654154269;188,331425955596;171,529716945144;178,730449378195;127,486076142519;126,680399786374;128,946364538033;126,781109330892;121,594567788205;124,548714427405;122,987716487373;118,304722667277;
9:36:19;309;0;15,043869687953;67,5806820782788;197,009231708248;190,463111314565;179,603265430686;190,127412832837;186,334019989319;188,13000686656;171,345082780194;178,529030289158;127,116807812619;126,395056076905;128,610666056306;126,478980697337;121,242084382391;124,213015945678;122,635233081559;117,935454337377;
9:36:20;301;0;15,043869687953;67,5806820782788;196,891737239643;190,395971618219;179,53612573434;189,993133440146;186,216525520714;188,062867170214;171,311512932021;178,445105668727;126,848249027237;126,227206836042;128,426031891356;126,32791638056;121,007095445182;123,994811932555;122,417029068437;117,700465400168;
9:36:21;299;0;15,1110093842985;67,5471122301061;196,757457846952;190,244907301442;179,385061417563;189,825284199283;186,04867627985;187,811093308919;171,17723353933;178,327611200122;126,562905317769;125,992217898833;128,17425803006;126,076142519265;120,704966811627;123,776607919432;122,114900434882;117,398336766613;
9:36:22;301;0;15,0942244602121;67,5471122301061;196,606393530175;190,093842984665;179,233997100786;189,657434958419;185,91439688716;187,660028992142;171,042954146639;178,210116731518;126,227206836042;125,740444037537;127,939269092851;125,874723430228;120,386053253986;123,491264209964;121,812771801328;117,112993057145;
9:36:23;299;0;15,0606546120394;67,496757457847;196,421759365225;189,97634851606;179,200427252613;189,489585717556;185,712977798123;187,676813916228;170,942244602121;178,092622262913;126,042572671092;125,522240024414;127,687495231556;125,706874189364;120,083924620432;123,205920500496;121,628137636378;116,827649347677;
9:36:24;301;0;15,0270847638666;67,5135423819333;196,287479972534;189,808499275196;179,032578011749;189,338521400778;185,561913481346;187,492179751278;170,841535057603;177,975127794308;125,723659113451;125,253681239033;127,452506294347;125,471885252155;119,765011062791;122,920576791028;121,309224078737;116,542305638209;
9:36:25;299;0;15,0102998397803;67,4799725337606;196,136415655756;189,741359578851;178,881513694972;189,187457084001;185,477988860914;187,341115434501;170,740825513085;177,840848401617;125,387960631724;125,018692301823;127,25108720531;125,287251087205;119,462882429236;122,668802929732;121,057450217441;116,25696192874;
9:36:26;301;0;15,0942244602121;67,4296177615015;196,002136263066;189,60708018616;178,764019226368;189,036392767224;185,31013962005;187,139696345464;170,606546120394;177,706569008927;125,085831998169;124,750133516442;126,999313344015;125,03547722591;119,143968871595;122,433813992523;120,772106507973;115,988403143359;
9:36:27;301;0;15,043869687953;67,4464026855879;195,817502098116;189,405661097124;178,545815213245;188,834973678187;185,091935606928;186,938277256428;170,472266727703;177,538719768063;124,699778744182;124,565499351492;126,69718471046;124,750133516442;118,8921950103;122,064545662623;120,436408026246;115,70305943389;
9:36:28;302;0;15,0606546120394;67,4128328374151;195,733577477684;189,321736476692;178,495460440986;188,751049057755;184,974441138323;186,904707408255;170,405127031357;177,488364995804;124,464789806973;124,380865186542;126,51255054551;124,582284275578;118,673990997177;121,896696421759;120,218204013123;115,484855420768;
9:36:29;300;0;15,0270847638666;67,4128328374151;195,582513160906;189,153887235828;178,361181048295;188,616769665064;184,840161745632;186,820782787823;170,287632562753;177,370870527199;124,145876249332;124,129091325246;126,277561608301;124,347295338369;118,355077439536;121,577782864118;119,899290455482;115,233081559472;
9:36:30;302;0;15,0774395361257;67,4128328374151;195,397878995956;189,05317769131;178,24368657969;188,448920424201;184,672312504768;186,636148622873;170,203707942321;177,203021286336;123,843747615778;123,894102388037;126,009002822919;124,11230640116;118,069733730068;121,29243915465;119,597161821927;114,930952925917;
9:36:31;300;0;15,0606546120394;67,3960479133288;195,280384527352;188,918898298619;178,109407186999;188,281071183337;184,538033112078;186,485084306096;170,086213473716;177,068741893645;123,55840390631;123,625543602655;125,757228961624;123,877317463951;117,750820172427;121,007095445182;119,328603036545;114,662394140536;
9:36:32;301;0;15,0774395361257;67,362478065156;195,129320210574;188,784618905928;177,958342870222;188,096437018387;184,3869687953;186,334019989319;169,985503929198;176,95124742504;123,239490348669;123,390554665446;125,505455100328;123,675898374914;117,448691538872;120,788891432059;119,043259327077;114,393835355154;
9:36:33;301;0;15,0102998397803;67,362478065156;194,995040817884;188,650339513237;177,807278553445;187,962157625696;184,235904478523;186,166170748455;169,868009460594;176,833752956435;122,937361715114;123,155565728237;125,253681239033;123,457694361791;117,163347829404;120,469977874418;118,791485465782;114,091706721599;
9:36:34;301;0;15,0606546120394;67,362478065156;194,810406652934;188,49927519646;177,672999160754;187,827878233005;184,084840161746;186,04867627985;169,750514991989;176,699473563745;122,618448157473;122,937361715114;125,001907377737;123,239490348669;116,86121919585;120,167849240864;118,506141756313;113,823147936217;
9:36:35;301;0;15,0606546120394;67,3289082169833;194,659342336156;188,364995803769;177,605859464408;187,660028992142;183,933775844968;185,947966735332;169,649805447471;176,565194171054;122,417029068437;122,702372777905;124,750133516442;123,071641107805;116,592660410468;119,932860303655;118,254367895018;113,537804226749;
9:36:36;301;0;15,0270847638666;67,3121232928969;194,45792324712;188,163576714733;177,421225299458;187,458609903105;183,732356755932;185,763332570382;169,465171282521;176,39734493019;122,098115510796;122,40024414435;124,448004882887;122,786297398337;116,240177004654;119,580376897841;117,96902418555;113,202105745022;
9:36:37;302;0;15,0606546120394;67,362478065156;194,373998626688;188,163576714733;177,354085603113;187,341115434501;183,665217059586;185,662623025864;169,398031586175;176,363775082017;121,812771801328;122,2156099794;124,330510414282;122,618448157473;116,005188067445;119,496452277409;117,717250324254;112,983901731899;
9:36:38;300;0;15,043869687953;67,3289082169833;194,290074006256;188,079652094301;177,303730830854;187,257190814069;183,598077363241;185,612268253605;169,364461738003;176,296635385672;121,628137636378;122,047760738537;124,145876249332;122,467383840696;115,770199130236;119,2614633402;117,549401083391;112,782482642863;
9:36:39;301;0;15,043869687953;67,3121232928969;194,071869993133;187,811093308919;177,035172045472;187,02220187686;183,346303501946;185,360494392309;169,163042648966;176,044861524376;121,158159761959;121,745632104982;123,776607919432;122,131685358968;115,434500648508;118,858625162127;117,096208133059;112,513923857481;
9:36:40;301;0;15,1110093842985;67,3121232928969;193,971160448615;187,743953612573;177,001602197299;186,938277256428;183,262378881514;185,259784847791;169,129472800793;175,977721828031;120,92317082475;121,594567788205;123,575188830396;121,980621042191;115,249866483558;118,657206073091;116,894789044022;112,278934920272;
9:36:41;302;0;15,1277943083848;67,2785534447242;193,786526283665;187,542534523537;176,783398184176;186,720073243305;183,060959792477;185,024795910582;168,944838635843;175,776302738994;120,570687418936;121,309224078737;123,273060196841;121,678492408637;114,897383077745;118,321507591363;116,575875486381;111,943236438544;
9:36:42;301;0;15,1445792324712;67,2953383688106;193,685816739147;187,492179751278;176,699473563745;186,619363698787;182,960250247959;184,94087129015;168,894483863584;175,725947966735;120,335698481727;121,141374837873;123,088426031891;121,527428091859;114,679179064622;118,170443274586;116,340886549172;111,741817349508;
9:36:43;301;0;15,0606546120394;67,2953383688106;193,501182574197;187,273975738155;176,514839398795;186,417944609751;182,758831158923;184,773022049287;168,709849698634;175,574883649958;120;120,839246204318;122,803082322423;121,242084382391;114,309910734722;117,834744792859;116,055542839704;111,422903791867;
