Время;мс;13045 Неисправность датчика цил. А6;Температура топлива;Температура масла;Температура выпускных газов А1;Температура выпускных газов А2;Температура выпускных газов А3;Температура выпускных газов А4;Температура выпускных газов А5;Температура выпускных газов А6;Температура выпускных газов А7;Температура выпускных газов А8;Температура выпускных газов В1;Температура выпускных газов В2;Температура выпускных газов В3;Температура выпускных газов В4;Температура выпускных газов В5;Температура выпускных газов В6;Температура выпускных газов В7;Температура выпускных газов В8
9:34:22;301;0;14,724956130312;68,1681544213016;207,365529869535;199,560540169375;187,357900358587;201,876859693294;197,764553292134;199,392690928511;179,200427252613;186,636148622873;150,296787975891;142,038605325399;145,278095674067;141,602197299153;149,23933775845;147,006942854963;145,597009231708;141,853971160449;
9:34:23;301;0;14,6913862821393;68,184939345388;207,432669565881;199,661249713893;187,458609903105;201,927214465553;197,865262836652;199,426260776684;179,250782024872;186,703288319219;150,548561837186;142,240024414435;145,445944914931;141,770046540017;149,4239719234;147,258716716258;145,831998168917;142,072175173571;
9:34:24;301;0;14,7417410543984;68,184939345388;207,48302433814;199,745174334325;187,592889295796;201,994354161898;197,949187457084;199,476615548943;179,284351873045;186,787212939651;150,733196002136;142,424658579385;145,613794155795;141,954680704967;149,558251316091;147,309071488518;146,05020218204;142,240024414435;
9:34:25;301;0;14,7585259784848;68,184939345388;207,533379110399;199,829098954757;187,643244068055;202,095063706416;197,982757305257;199,476615548943;179,334706645304;186,871137560082;150,833905546654;142,575722896162;145,781643396658;142,055390249485;149,675745784695;147,426565957122;146,100556954299;142,424658579385;
9:34:26;301;0;14,8256656748302;68,2017242694743;207,566948958572;199,86266880293;187,727168688487;202,162203402762;198,049897001602;199,560540169375;179,334706645304;186,971847104601;151,068894483864;142,72678721294;145,949492637522;142,17288471809;149,776455329213;147,611200122072;146,318760967422;142,575722896162;
9:34:27;301;0;14,8088807507439;68,184939345388;207,583733882658;199,929808499275;187,794308384833;202,212558175021;198,066681925689;199,510185397116;179,385061417563;186,971847104601;151,186388952468;142,877851529717;146,033417257954;142,30716411078;149,860379949645;147,745479514763;146,436255436027;142,676432440681;
9:34:28;299;0;14,7753109025711;68,2017242694743;207,634088654917;199,980163271534;187,878233005264;202,195773250935;198,100251773861;199,610894941634;179,385061417563;187,055771725032;151,371023117418;142,995345998322;146,167696650645;142,424658579385;149,944304570077;147,846189059281;146,587319752804;142,793926909285;
9:34:29;301;0;14,7417410543984;68,2185091935607;207,650873579004;200,04730296788;187,911802853437;202,246128023194;198,133821622034;199,577325093461;179,435416189822;187,089341573205;151,471732661936;143,062485694667;146,268406195163;142,558937972076;149,927519645991;147,930113679713;146,671244373236;142,877851529717;
9:34:30;301;0;14,7753109025711;68,2185091935607;207,617303730831;200,030518043793;187,962157625696;202,212558175021;198,117036697948;199,560540169375;179,368276493477;187,072556649119;151,538872358282;143,112840466926;146,301976043336;142,575722896162;149,927519645991;147,89654383154;146,771953917754;142,894636453803;
9:34:31;300;0;14,8424505989166;68,2352941176471;207,701228351263;200,131227588312;188,062867170214;202,330052643626;198,217746242466;199,644464789807;179,418631265736;187,190051117723;151,689936675059;143,263904783703;146,469825284199;142,72678721294;150,011444266423;147,980468451972;146,855878538186;143,045700770581;
9:34:32;301;0;14,8424505989166;68,2688639658198;207,718013275349;200,164797436484;188,113221942474;202,330052643626;198,234531166552;199,610894941634;179,452201113909;187,223620965896;151,773861295491;143,381399252308;146,570534828717;142,810711833371;150,028229190509;148,097962920577;146,939803158618;143,062485694667;
9:34:33;299;0;14,8928053711757;68,2856488899062;207,734798199435;200,198367284657;188,13000686656;202,330052643626;198,251316090639;199,627679865721;179,435416189822;187,257190814069;151,874570840009;143,448538948653;146,637674525063;142,861066605631;150,011444266423;148,13153276875;147,040512703136;143,112840466926;
9:34:34;302;0;14,8088807507439;68,2520790417334;207,734798199435;200,23193713283;188,163576714733;202,330052643626;198,251316090639;199,627679865721;179,468986037995;187,273975738155;151,924925612268;143,515678644999;146,704814221408;142,91142137789;149,994659342336;148,181887541009;147,040512703136;143,129625391012;
9:34:35;300;0;14,859235523003;68,2688639658198;207,768368047608;200,265506981003;188,230716411078;202,363622491798;198,251316090639;199,67803463798;179,468986037995;187,324330510414;151,992065308614;143,566033417258;146,738384069581;142,961776150149;149,927519645991;148,08117799649;147,074082551308;143,146410315099;
9:34:36;302;0;14,7920958266575;68,2352941176471;207,835507743954;200,349431601434;188,331425955596;202,44754711223;198,352025635157;199,761959258412;179,53612573434;187,39147020676;152,075989929046;143,64995803769;146,872663462272;143,079270618753;149,927519645991;148,181887541009;147,107652399481;143,230334935531;
9:34:37;299;0;14,9599450675212;68,2856488899062;207,701228351263;200,248722056916;188,197146562905;202,313267719539;198,217746242466;199,526970321202;179,418631265736;187,273975738155;151,941710536355;143,582818341344;146,755168993667;142,978561074235;149,759670405127;147,997253376059;147,023727779049;143,079270618753;
9:34:38;301;0;14,8760204470893;68,2688639658198;207,768368047608;200,299076829175;188,281071183337;202,363622491798;198,301670862898;199,627679865721;179,485770962081;187,357900358587;152,042420080873;143,683527885863;146,855878538186;143,062485694667;149,742885481041;148,08117799649;147,124437323568;143,112840466926;
9:34:39;301;0;14,9431601434348;68,2520790417334;207,768368047608;200,332646677348;188,297856107424;202,346837567712;198,268101014725;199,644464789807;179,468986037995;187,39147020676;152,025635156786;143,717097734035;146,872663462272;143,09605554284;149,675745784695;148,097962920577;147,023727779049;143,045700770581;
9:34:40;300;0;14,9767299916075;68,2688639658198;207,718013275349;200,282291905089;188,297856107424;202,296482795453;198,217746242466;199,594110017548;179,385061417563;187,324330510414;151,992065308614;143,666742961776;146,822308690013;143,012130922408;149,491111619745;147,980468451972;146,97337300679;142,944991226062;
9:34:41;299;0;14,9263752193484;68,2856488899062;207,701228351263;200,265506981003;188,31464103151;202,296482795453;198,217746242466;199,594110017548;179,368276493477;187,307545586328;151,958495460441;143,633173113603;146,822308690013;143,012130922408;149,4239719234;147,930113679713;146,889448386358;142,928206301976;
9:34:42;300;0;14,9431601434348;68,2856488899062;207,768368047608;200,349431601434;188,381780727855;202,346837567712;198,268101014725;199,644464789807;179,418631265736;187,357900358587;151,975280384527;143,700312809949;146,872663462272;143,079270618753;149,373617151141;147,829404135195;146,923018234531;142,91142137789;
9:34:43;301;0;14,9935149156939;68,2688639658198;207,768368047608;200,332646677348;188,348210879683;202,296482795453;198,268101014725;199,543755245289;179,40184634165;187,357900358587;151,924925612268;143,700312809949;146,855878538186;143,062485694667;149,23933775845;147,89654383154;146,839093614099;142,827496757458;
9:34:44;301;0;14,9599450675212;68,2688639658198;207,734798199435;200,349431601434;188,348210879683;202,26291294728;198,234531166552;199,49340047303;179,435416189822;187,357900358587;151,874570840009;143,700312809949;146,822308690013;143,062485694667;149,121843289845;147,745479514763;146,805523765927;142,72678721294;
9:34:45;308;0;14,9935149156939;68,3024338139925;207,751583123522;200,315861753262;188,381780727855;202,26291294728;198,217746242466;199,526970321202;179,368276493477;187,357900358587;151,82421606775;143,683527885863;146,805523765927;143,012130922408;148,970778973068;147,661554894331;146,738384069581;142,642862592508;
9:34:46;300;0;14,9767299916075;68,2856488899062;207,718013275349;200,315861753262;188,381780727855;202,26291294728;198,184176394293;199,526970321202;179,35149156939;187,374685282673;151,740291447318;143,64995803769;146,771953917754;142,995345998322;148,802929732204;147,577630273899;146,60410467689;142,525368123903;
9:34:47;301;0;15,043869687953;68,3024338139925;207,718013275349;200,299076829175;188,398565651942;202,229343099107;198,167391470207;199,510185397116;179,317921721218;187,357900358587;151,673151750973;143,599603265431;146,738384069581;142,944991226062;148,651865415427;147,476920729381;146,520180056458;142,407873655299;
9:34:48;300;0;14,9767299916075;68,3024338139925;207,634088654917;200,215152208743;188,297856107424;202,095063706416;198,066681925689;199,375906004425;179,250782024872;187,273975738155;151,522087434195;143,498893720912;146,620889600977;142,827496757458;148,416876478218;147,309071488518;146,318760967422;142,223239490349;
9:34:49;301;0;15,043869687953;68,3024338139925;207,617303730831;200,215152208743;188,281071183337;202,061493858244;198,016327153429;199,342336156252;179,217212176699;187,223620965896;151,438162813764;143,448538948653;146,553749904631;142,810711833371;148,232242313268;147,141222247654;146,285191119249;142,088960097658;
9:34:50;301;0;15,0102998397803;68,3024338139925;207,684443427176;200,23193713283;188,364995803769;202,07827878233;198,066681925689;199,375906004425;179,250782024872;187,290760662242;151,404592965591;143,431754024567;146,553749904631;142,793926909285;148,08117799649;147,124437323568;146,201266498817;142,021820401312;
9:34:51;301;0;14,9767299916075;68,2688639658198;207,634088654917;200,215152208743;188,348210879683;202,044708934157;198,033112077516;199,325551232166;179,233997100786;187,273975738155;151,287098496986;143,381399252308;146,503395132372;142,743572137026;147,89654383154;146,990157930877;146,066987106127;141,887541008621;
9:34:52;301;0;15,1110093842985;68,2856488899062;207,550164034485;200,114442664225;188,281071183337;201,943999389639;197,932402532998;199,208056763561;179,116502632181;187,173266193637;151,119249256123;143,247119859617;146,369115739681;142,592507820249;147,644769970245;146,855878538186;145,86556801709;141,652552071412;
9:34:53;301;0;15,0270847638666;68,2856488899062;207,533379110399;200,080872816053;188,213931486992;201,876859693294;197,915617608911;199,157701991302;179,099717708095;187,173266193637;150,984969863432;143,196765087358;146,301976043336;142,525368123903;147,52727550164;146,671244373236;145,731288624399;141,535057602808;
9:34:54;301;0;15,0606546120394;68,3192187380789;207,566948958572;200,131227588312;188,264286259251;201,910429541466;197,882047760739;199,140917067216;179,133287556268;187,20683604181;150,917830167086;143,196765087358;146,268406195163;142,491798275731;147,376211184863;146,60410467689;145,613794155795;141,417563134203;
9:34:55;301;0;15,0606546120394;68,3024338139925;207,48302433814;200,030518043793;188,197146562905;201,792935072862;197,78133821622;199,090562294957;179,032578011749;187,106126497292;150,733196002136;143,012130922408;146,117341878386;142,35751888304;147,090867475395;146,385900663767;145,412375066758;141,19935912108;
9:34:56;301;0;15,0774395361257;68,3360036621653;207,499809262226;200,04730296788;188,247501335164;201,809719996948;197,78133821622;199,12413214313;179,066147859922;187,122911421378;150,615701533532;142,995345998322;146,05020218204;142,340733958953;146,906233310445;146,184481574731;145,294880598154;141,065079728389;
9:34:57;301;0;15,0102998397803;68,2856488899062;207,499809262226;199,996948195621;188,197146562905;201,759365224689;197,764553292134;199,023422598611;178,999008163577;187,106126497292;150,464637216754;142,877851529717;145,966277561608;142,223239490349;146,688029297322;146,083772030213;145,110246433204;140,880445563439;
9:34:58;301;0;14,9935149156939;68,3192187380789;207,415884641794;199,963378347448;188,163576714733;201,658655680171;197,697413595789;198,956282902266;178,98222323949;187,02220187686;150,263218127718;142,810711833371;145,848783093004;142,156099794003;146,469825284199;145,86556801709;144,959182116426;140,679026474403;
9:34:59;301;0;15,0942244602121;68,3192187380789;207,348744945449;199,86266880293;188,062867170214;201,52437628748;197,563134203098;198,75486381323;178,881513694972;186,938277256428;150,061799038682;142,659647516594;145,664148928054;141,954680704967;146,184481574731;145,697718776226;144,707408255131;140,410467689021;
9:35:0;301;0;14,8424505989166;68,3360036621653;207,348744945449;199,86266880293;188,079652094301;201,490806439307;197,579919127184;198,788433661402;178,881513694972;186,971847104601;149,944304570077;142,592507820249;145,630579079881;141,93789578088;145,966277561608;145,546654459449;144,640268558785;140,242618448157;
9:35:1;301;0;15,0270847638666;68,369573510338;207,315175097276;199,795529106584;188,096437018387;201,457236591135;197,512779430838;198,822003509575;178,831158922713;186,955062180514;149,826810101472;142,491798275731;145,49629968719;141,837186236362;145,731288624399;145,378805218585;144,405279621576;140,057984283207;
9:35:2;300;0;15,043869687953;68,3360036621653;207,281605249104;199,761959258412;188,046082246128;201,373311970703;197,462424658579;198,70450904097;178,780804150454;186,887922484169;149,642175936522;142,340733958953;145,412375066758;141,702906843671;145,445944914931;145,210955977722;144,254215304799;139,839780270085;
9:35:3;299;0;15,1110093842985;68,369573510338;207,197680628672;199,711604486152;187,962157625696;201,289387350271;197,395284962234;198,620584420539;178,747234302281;186,83756771191;149,407186999313;142,223239490349;145,278095674067;141,602197299153;145,194171053635;145,093461509117;144,052796215763;139,621576256962;
9:35:4;301;0;15,0774395361257;68,3863584344244;207,197680628672;199,661249713893;187,928587777523;201,205462729839;197,328145265888;198,51987487602;178,730449378195;186,787212939651;149,222552834363;142,139314869917;145,12703135729;141,467917906462;145,009536888685;144,841687647822;143,83459220264;139,470511940185;
9:35:5;301;0;15,0606546120394;68,369573510338;207,080186160067;199,526970321202;187,811093308919;201,087968261234;197,177080949111;198,419165331502;178,61295490959;186,686503395132;148,937209124895;141,93789578088;144,925612268254;141,283283741512;144,673838406958;144,522774090181;143,566033417258;139,185168230716;
9:35:6;301;0;15,1277943083848;68,369573510338;207,013046463722;199,459830624857;187,811093308919;201,004043640803;197,093156328679;198,352025635157;178,545815213245;186,636148622873;148,719005111772;141,820401312276;144,774547951476;141,132219424735;144,422064545663;144,371709773404;143,331044480049;138,950179293507;
9:35:7;301;0;15,0942244602121;68,369573510338;206,979476615549;199,359121080339;187,76073853666;200,936903944457;197,026016632334;198,284885938811;178,461890592813;186,585793850614;148,50080109865;141,652552071412;144,657053482872;140,997940032044;144,153505760281;144,119935912108;143,079270618753;138,731975280385;
9:35:8;299;0;15,043869687953;68,3863584344244;206,945906767376;199,375906004425;187,727168688487;200,869764248112;197,009231708248;198,217746242466;178,478675516899;186,585793850614;148,3161669337;141,585412375067;144,556343938354;140,914015411612;143,952086671244;144,002441443503;142,894636453803;138,530556191348;
9:35:9;301;0;15,0270847638666;68,4031433585107;206,828412298772;199,224841687648;187,626459143969;200,701915007248;196,85816739147;198,083466849775;178,361181048295;186,451514457923;148,064393072404;141,350423437858;144,338139925231;140,679026474403;143,566033417258;143,683527885863;142,642862592508;138,24521248188;
9:35:10;299;0;15,0270847638666;68,4031433585107;206,828412298772;199,224841687648;187,609674219882;200,634775310903;196,807812619211;198,033112077516;178,377965972381;186,46829938201;147,879758907454;141,266498817426;144,237430380713;140,595101853971;143,331044480049;143,549248493172;142,424658579385;138,06057831693;
9:35:11;301;0;15,0270847638666;68,369573510338;206,761272602426;199,157701991302;187,57610437171;200,550850690471;196,723887998779;197,96597238117;178,310826276036;186,384374761578;147,661554894331;141,098649576562;144,052796215763;140,46082246128;143,012130922408;143,230334935531;142,223239490349;137,808804455634;
9:35:12;302;0;15,0942244602121;68,3527885862516;206,660563057908;199,040207522698;187,525749599451;200,466926070039;196,639963378347;197,848477912566;178,24368657969;186,317235065232;147,476920729381;140,930800335698;143,884946974899;140,343327992676;142,72678721294;143,012130922408;142,055390249485;137,557030594339;
9:35:13;302;0;14,9767299916075;68,369573510338;206,526283665217;198,922713054093;187,357900358587;200,265506981003;196,455329213397;197,680628671702;178,126192111086;186,166170748455;147,15800717174;140,729381246662;143,64995803769;140,125123979553;142,407873655299;142,72678721294;141,736476691844;137,221332112612;
9:35:14;301;0;15,0606546120394;68,4031433585107;206,425574120699;198,838788433661;187,307545586328;200,164797436484;196,388189517052;197,613488975357;178,025482566567;186,149385824369;146,939803158618;140,561532005798;143,549248493172;139,957274738689;142,105745021744;142,609292744335;141,501487754635;136,935988403143;
9:35:15;301;0;14,9599450675212;68,4199282825971;206,408789196613;198,822003509575;187,307545586328;200,080872816053;196,321049820706;197,579919127184;178,042267490654;186,132600900282;146,721599145495;140,46082246128;143,431754024567;139,856565194171;141,870756084535;142,441443503471;141,232928969253;136,751354238193;
9:35:16;301;0;14,9935149156939;68,3863584344244;206,274509803922;198,687724116884;187,20683604181;199,946593423362;196,153200579843;197,41206988632;177,924773022049;185,964751659419;146,436255436027;140,242618448157;143,146410315099;139,621576256962;141,56862745098;142,038605325399;140,981155107958;136,516365300984;
9:35:17;301;0;15,043869687953;68,4031433585107;206,257724879835;198,620584420539;187,173266193637;199,913023575189;196,11963073167;197,378500038148;177,891203173877;185,964751659419;146,201266498817;140,108339055467;143,045700770581;139,520866712444;141,300068665599;141,904325932708;140,712596322576;136,331731136034;
9:35:18;301;0;14,9599450675212;68,4199282825971;206,123445487144;198,553444724193;187,106126497292;199,778744182498;196,002136263066;197,177080949111;177,840848401617;185,830472266728;145,915922789349;139,957274738689;142,844281681544;139,35301747158;140,997940032044;141,56862745098;140,477607385367;136,046387426566;
9:35:19;301;0;15,0102998397803;68,4031433585107;206,022735942626;198,435950255589;186,988632028687;199,627679865721;195,884641794461;197,04280155642;177,740138857099;185,763332570382;145,647364003967;139,789425497826;142,659647516594;139,16838330663;140,695811398489;141,38399328603;140,225833524071;135,744258793011;
9:35:20;301;0;15,0774395361257;68,3527885862516;205,838101777676;198,284885938811;186,83756771191;199,409475852598;195,666437781338;196,85816739147;177,605859464408;185,629053177691;145,294880598154;139,571221484703;142,424658579385;138,950179293507;140,326543068589;141,081864652476;139,890135042344;135,391775387198;
9:35:21;301;0;15,0942244602121;68,4031433585107;205,737392233158;198,184176394293;186,770428015564;199,30876630808;195,532158388647;196,757457846952;177,50514991989;185,545128557259;145,043106736858;139,369802395666;142,206454566262;138,748760204471;139,990844586862;140,796520943008;139,621576256962;135,123216601816;
9:35:22;301;0;15,0606546120394;68,369573510338;205,687037460899;198,117036697948;186,736858167391;199,241626611734;195,465018692302;196,723887998779;177,488364995804;185,545128557259;144,791332875563;139,235523002975;142,088960097658;138,648050659953;139,705500877394;140,578316929885;139,336232547494;134,905012588693;
9:35:23;299;0;15,0102998397803;68,4031433585107;205,502403295949;197,949187457084;186,619363698787;199,023422598611;195,263599603265;196,556038757916;177,337300679026;185,343709468223;144,489204242008;138,966964217594;141,820401312276;138,379491874571;139,336232547494;140,192263675898;139,050888838025;134,569314106966;
9:35:24;302;0;15,0774395361257;68,4031433585107;205,384908827344;197,848477912566;186,501869230182;198,872358281834;195,146105134661;196,371404592966;177,270160982681;185,242999923705;144,271000228885;138,765545128557;141,602197299153;138,278782330053;139,017318989853;139,957274738689;138,883039597162;134,283970397498;
9:35:25;300;0;15,0942244602121;68,3863584344244;205,250629434653;197,747768368048;186,417944609751;198,721293965057;194,978255893797;196,253910124361;177,186236362249;185,1255054551;143,985656519417;138,580910963607;141,38399328603;138,110933089189;138,681620508125;139,671931029221;138,597695887694;133,981841763943;
9:35:26;301;0;15,0774395361257;68,3527885862516;205,200274662394;197,714198519875;186,384374761578;198,637369344625;194,961470969711;196,169985503929;177,13588158999;185,142290379187;143,767452506294;138,42984664683;141,300068665599;137,943083848325;138,413061722744;139,520866712444;138,362706950484;133,746852826734;
9:35:27;301;0;15,1781490806439;68,369573510338;204,965285725185;197,529564354925;186,2333104448;198,435950255589;194,743266956588;196,002136263066;177,001602197299;184,974441138323;143,398184176394;138,211642633707;141,048294804303;137,708094911116;138,027008468757;139,235523002975;137,993438620584;133,39436942092;
9:35:28;301;0;14,9599450675212;68,3863584344244;204,965285725185;197,479209582666;186,199740596628;198,402380407416;194,659342336156;195,918211642634;176,968032349126;184,924086366064;143,179980163272;138,110933089189;140,897230487526;137,540245670253;137,892729076066;139,017318989853;137,775234607462;133,276874952316;
9:35:29;301;0;15,0942244602121;68,4199282825971;204,780651560235;197,277790493629;185,998321507591;198,184176394293;194,45792324712;195,683222705425;176,816968032349;184,773022049287;142,793926909285;137,825589379721;140,611886778058;137,288471808957;137,473105973907;138,698405432212;137,405966277562;132,907606622416;
9:35:30;301;0;14,9431601434348;68,4031433585107;204,679942015717;197,244220645457;185,964751659419;198,083466849775;194,340428778515;195,599298084993;176,800183108263;184,689097428855;142,575722896162;137,708094911116;140,427252613107;137,154192416266;137,187762264439;138,446631570916;137,204547188525;132,672617685206;
9:35:31;301;0;15,0102998397803;68,4031433585107;204,495307850767;197,04280155642;185,796902418555;197,865262836652;194,139009689479;195,414663920043;176,615548943313;184,538033112078;142,223239490349;137,389181353475;140,158693827726;136,902418554971;136,784924086366;138,077363241016;136,852063782712;132,320134279393;
9:35:32;299;0;14,9599450675212;68,4199282825971;204,344243533989;196,925307087816;185,712977798123;197,747768368048;193,987945372702;195,263599603265;176,531624322881;184,437323567559;141,870756084535;137,204547188525;139,923704890517;136,700999465934;136,449225604639;137,758449683375;136,549935149157;132,001220721752;
9:35:33;302;0;14,9095902952621;68,4031433585107;204,193179217212;196,774242771038;185,561913481346;197,59670405127;193,836881055924;195,095750362402;176,430914778363;184,303044174868;141,585412375067;136,986343175402;139,705500877394;136,499580376898;136,147096971084;137,523460746166;136,247806515602;131,699092088197;
9:35:34;301;0;15,0270847638666;68,4031433585107;204,042114900435;196,656748302434;185,444419012741;197,41206988632;193,669031815061;194,944686045624;176,330205233845;184,20233463035;141,249713893339;136,784924086366;139,487296864271;136,298161287861;135,828183413443;137,238117036698;135,962462806134;131,380178530556;
9:35:35;300;0;15,1277943083848;68,369573510338;203,891050583658;196,539253833829;185,326924544137;197,261005569543;193,501182574197;194,760051880674;176,229495689326;184,068055237659;140,964370183871;136,566720073243;139,252307927062;136,063172350652;135,47570000763;136,95277332723;135,643549248493;131,061264972915;
9:35:36;301;0;15,0774395361257;68,3527885862516;203,773556115053;196,388189517052;185,259784847791;197,093156328679;193,35011825742;194,709697108415;176,112001220722;184,000915541314;140,762951094835;136,331731136034;139,050888838025;135,928892957961;135,106431677729;136,717784390021;135,458915083543;130,775921263447;
9:35:37;299;0;15,1613641565576;68,369573510338;203,588921950103;196,253910124361;185,142290379187;196,942092011902;193,16548409247;194,558632791638;176,02807660029;183,866636148623;140,410467689021;136,113527122911;138,79911497673;135,727473868925;134,770733196002;136,365300984207;135,123216601816;130,473792629892;
9:35:38;301;0;15,0774395361257;68,3863584344244;203,521782253758;196,237125200275;185,075150682841;196,841382467384;193,148699168383;194,441138323033;175,977721828031;183,816281376364;140,158693827726;135,945677882048;138,698405432212;135,576409552148;134,485389486534;136,247806515602;134,888227664607;130,238803692683;
9:35:39;299;0;15,0774395361257;68,3527885862516;203,353933012894;196,102845807584;184,924086366064;196,67353322652;192,98084992752;194,290074006256;175,893797207599;183,698786907759;139,822995345998;135,727473868925;138,496986343175;135,374990463111;134,149691004807;135,861753261616;134,636453803311;129,919890135042;
9:35:40;301;0;15,0942244602121;68,3360036621653;203,18608377203;195,918211642634;184,705882352941;196,48889906157;192,745860990311;193,971160448615;175,759517814908;183,530937666896;139,487296864271;135,542839703975;138,178072785534;135,072861829557;133,897917143511;135,677119096666;134,233615625238;129,617761501488;
9:35:41;301;0;15,043869687953;68,3863584344244;203,102159151598;195,817502098116;184,655527580682;196,404974441138;192,628366521706;193,937590600443;175,692378118563;183,497367818723;139,218738078889;135,358205539025;138,027008468757;134,921797512779;133,595788509957;135,391775387198;134,015411612116;129,399557488365;
9:35:42;301;0;15,1277943083848;68,3192187380789;202,867170214389;195,616083009079;184,504463263905;196,186770428016;192,393377584497;193,769741359579;175,524528877699;183,295948729686;138,849469748989;135,05607690547;137,708094911116;134,636453803311;133,20973525597;134,988937209125;133,629358358129;129,013504234379;
9:35:43;299;0;15,0774395361257;68,3024338139925;202,732890821698;195,481803616388;184,3869687953;196,035706111238;192,24231326772;193,635461966888;175,423819333181;183,178454261082;138,530556191348;134,804303044175;137,473105973907;134,435034714275;132,84046692607;134,636453803311;133,327229724575;128,72816052491;
9:35:44;302;0;15,0774395361257;68,3024338139925;202,565041580835;195,364309147784;184,235904478523;195,834287022202;192,05767910277;193,434042877852;175,323109788663;183,027389944305;138,194857709621;134,586099031052;137,221332112612;134,216830701152;132,521553368429;134,351110093843;132,991531242847;128,392462043183;
9:35:45;301;0;15,0606546120394;68,2688639658198;202,413977264057;195,213244831006;184,101625085832;195,683222705425;191,906614785992;193,249408712901;175,188830395972;182,893110551614;137,909514000153;134,351110093843;136,969558251316;133,981841763943;132,169069962615;134,166475928893;132,706187533379;128,090333409628;
9:35:46;301;0;15,0774395361257;68,2856488899062;202,178988326848;195,01182574197;183,900205996796;195,431448844129;191,671625848783;193,014419775692;175,037766079194;182,708476386664;137,473105973907;134,065766384375;136,650644693675;133,730067902647;131,766231784543;133,713282978561;132,370489051652;127,704280155642;
9:35:47;301;0;15,1445792324712;68,2520790417334;202,095063706416;194,927901121538;183,849851224537;195,330739299611;191,570916304265;192,930495155261;174,970626382849;182,658121614405;137,221332112612;133,914702067597;136,482795452811;133,57900358587;131,497672999161;133,562218661784;132,10193026627;127,452506294347;
9:35:48;301;0;15,1110093842985;68,2352941176471;201,910429541466;194,776836804761;183,765926604105;195,179674982834;191,403067063401;192,863355458915;174,853131914244;182,557412069886;137,036697947662;133,679713130388;136,264591439689;133,411154345006;131,161974517433;133,226520180056;131,866941329061;127,150377660792;
9:35:49;301;0;15,0774395361257;68,2352941176471;201,809719996948;194,709697108415;183,682001983673;195,078965438315;191,26878767071;192,745860990311;174,819562066072;182,456702525368;136,734569314107;133,511863889525;136,079957274739;133,260090028229;130,893415732052;132,957961394675;131,631952391852;126,898603799496;
9:35:50;300;0;15,043869687953;68,2520790417334;201,608300907912;194,558632791638;183,480582894636;194,843976501106;191,117723353933;192,510872053101;174,634927901122;182,305638208591;136,382085908293;133,20973525597;135,828183413443;132,974746318761;130,473792629892;132,756542305638;131,279468986038;126,529335469596;
9:35:51;301;0;15,1277943083848;68,2352941176471;201,440451667048;194,424353398947;183,346303501946;194,64255741207;190,949874113069;192,343022812238;174,500648508431;182,1713588159;136,046387426566;132,957961394675;135,593194476234;132,756542305638;130,138094148165;132,370489051652;130,977340352483;126,227206836042;
9:35:52;299;0;15,0942244602121;68,184939345388;201,33974212253;194,27328908217;183,245593957427;194,558632791638;190,765239948119;192,208743419547;174,450293736172;182,037079423209;135,727473868925;132,806897077897;135,324635690852;132,521553368429;129,903105210956;132,118715190356;130,691996643015;126,025787747005;
9:35:53;301;0;15,0606546120394;68,2352941176471;201,171892881666;194,105439841306;183,111314564736;194,390783550774;190,614175631342;192,074464026856;174,332799267567;181,936369878691;135,374990463111;132,571908140688;135,089646753643;132,303349355306;129,567406729229;131,749446860456;130,389868009461;125,706874189364;
9:35:54;301;0;15,0606546120394;68,1681544213016;200,987258716716;193,987945372702;182,977035172045;194,206149385824;190,429541466392;191,889829861906;174,198519874876;181,785305561913;135,039291981384;132,336919203479;134,837872892348;132,051575494011;129,265278095674;131,497672999161;130,020599679561;125,371175707637;
9:35:55;301;0;15,0774395361257;68,1513694972152;200,836194399939;193,820096131838;182,809185931182;194,055085069047;190,244907301442;191,721980621042;174,097810330358;181,667811093309;134,737163347829;132,10193026627;134,602883955138;131,833371480888;128,91279468986;131,245899137865;129,752040894179;125,069047074083;
9:35:56;300;0;15,0606546120394;68,1681544213016;200,735484855421;193,752956435492;182,758831158923;193,90402075227;190,127412832837;191,621271076524;174,081025406271;181,600671396963;134,485389486534;131,900511177234;134,418249790188;131,682307164111;128,627450980392;131,027695124743;129,483482108797;124,834058136873;
9:35:57;301;0;15,0774395361257;68,1010147249561;200,534065766384;193,551537346456;182,557412069886;193,702601663233;189,892423895628;191,419851987488;173,879606317235;181,399252307927;134,099336232548;131,598382543679;134,099336232548;131,380178530556;128,207827878233;130,641641870756;129,114213778897;124,464789806973;
9:35:58;299;0;14,9935149156939;68,0842298008698;200,332646677348;193,400473029679;182,406347753109;193,53475242237;189,741359578851;191,26878767071;173,778896772717;181,264972915236;133,746852826734;131,346608682383;133,847562371252;131,17875944152;127,872129396506;130,305943389029;128,761730373083;124,145876249332;
9:35:59;302;0;14,9599450675212;68,0338750286107;200,181582360571;193,282978561074;182,305638208591;193,35011825742;189,556725413901;191,117723353933;173,661402304112;181,113908598459;133,444724193179;131,128404669261;133,57900358587;130,926985580224;127,553215838865;130,003814755474;128,509956511788;123,843747615778;
9:36:0;301;0;15,0606546120394;68,0170901045243;199,963378347448;193,064774547951;182,121004043641;193,115129320211;189,355306324865;190,916304264897;173,476768139162;180,929274433509;133,142595559625;130,826276035706;133,276874952316;130,742351415274;127,167162584878;129,634546425574;128,258182650492;123,457694361791;
